parent_id,child_id,birth_order,adoptive
1.5.2.5.3.1,1.5.2.5.3.1.2,2,
1.5.2.5.3.1b,1.5.2.5.3.1.2,2,
1.5.2.5.3,1.5.2.5.3.2,2,
1.5.2.5.3a,1.5.2.5.3.2,2,
1.5.2.5,1.5.2.5.4,4,
1.5.2.5a,1.5.2.5.4,4,
1.5.2.5,1.5.2.5.5,5,
1.5.2.5a,1.5.2.5.5,5,
1.5.2.5,1.5.2.5.6,6,
1.5.2.5a,1.5.2.5.6,6,
1.5.2.5,1.5.2.5.7,7,
1.5.2.5a,1.5.2.5.7,7,
1.5.2,1.5.2.6,6,
1.5.2a,1.5.2.6,6,
1.5.2,1.5.2.7,7,
1.5.2a,1.5.2.7,7,
1.5.2,1.5.2.8,8,
1.5.2a,1.5.2.8,8,
1.5.2,1.5.2.9,9,
1.5.2a,1.5.2.9,9,
1.5.2,1.5.2.10,10,
1.5.2a,1.5.2.10,10,
1.5.2,1.5.2.11,11,
1.5.2a,1.5.2.11,11,
1.5.2,1.5.2.12,12,
1.5.2a,1.5.2.12,12,
1.5,1.5.3,3,
1.5a,1.5.3,3,
1.5.3,1.5.3.1,1,
1.5.3a,1.5.3.1,1,
1.5.3.1,1.5.3.1.1,1,
1.5.3.1a,1.5.3.1.1,1,
1.5.3.1,1.5.3.1.2,2,
1.5.3.1a,1.5.3.1.2,2,
1.5.3.1,1.5.3.1.3,3,
1.5.3.1a,1.5.3.1.3,3,
1.5.3.1,1.5.3.1.4,4,
1.5.3.1a,1.5.3.1.4,4,
1.5.3.1,1.5.3.1.5,5,
1.5.3.1a,1.5.3.1.5,5,
1.5.3.1.5,1.5.3.1.5.1,1,
1.5.3.1.5a,1.5.3.1.5.1,1,
1.5.3.1.5,1.5.3.1.5.2,2,
1.5.3.1.5a,1.5.3.1.5.2,2,
1.5.3.1,1.5.3.1.6,6,
1.5.3.1a,1.5.3.1.6,6,
1.5.3.1,1.5.3.1.7,7,
1.5.3.1b,1.5.3.1.7,7,
1.5.3.1,1.5.3.1.8,8,
1.5.3.1b,1.5.3.1.8,8,
1.5.3.1,1.5.3.1.9,9,
1.5.3.1b,1.5.3.1.9,9,
1.5.3,1.5.3.2,2,
1.5.3a,1.5.3.2,2,
1.5.3,1.5.3.3,3,
1.5.3a,1.5.3.3,3,
1.5.3.3,1.5.3.3.1,1,
1.5.3.3a,1.5.3.3.1,1,
1.5.3.3.1,1.5.3.3.1.1,1,
1.5.3.3.1a,1.5.3.3.1.1,1,
1.5,1.5.4,4,
1.5a,1.5.4,4,
1.5.4,1.5.4.1,1,
1.5.4a,1.5.4.1,1,
1.5.4,1.5.4.2,2,
1.5.4a,1.5.4.2,2,
1.5.4,1.5.4.3,3,
1.5.4a,1.5.4.3,3,
1.5.4,1.5.4.4,4,
1.5.4a,1.5.4.4,4,
1.5.4.4,1.5.4.4.1,1,
1.5.4.4a,1.5.4.4.1,1,
1.5.4.4.1,1.5.4.4.1.1,1,
1.5.4.4.1a,1.5.4.4.1.1,1,
1.5.4.4.1.1,1.5.4.4.1.1.1,1,
1.5.4.4.1.1a,1.5.4.4.1.1.1,1,
1.5.4.4.1.1,1.5.4.4.1.1.2,2,
1.5.4.4.1.1a,1.5.4.4.1.1.2,2,
1.5.4.4.1,1.5.4.4.1.2,2,
1.5.4.4.1a,1.5.4.4.1.2,2,
1.5.4.4.1.2,1.5.4.4.1.2.1,1,TRUE
1.5.4.4.1.2a,1.5.4.4.1.2.1,1,TRUE
1.5.4,1.5.4.5,5,
1.5.4a,1.5.4.5,5,
1.5.4.5,1.5.4.5.1,1,
1.5.4.5a,1.5.4.5.1,1,
1.5.4.5.1,1.5.4.5.1.1,1,
1.5.4.5.1a,1.5.4.5.1.1,1,
1.5.4.5.1.1,1.5.4.5.1.1.1,1,
1.5.4.5.1.1a,1.5.4.5.1.1.1,1,
1.5.4.5.1.1,1.5.4.5.1.1.2,2,
1.5.4.5.1.1a,1.5.4.5.1.1.2,2,
1.5.4.5.1.1,1.5.4.5.1.1.3,3,
1.5.4.5.1.1a,1.5.4.5.1.1.3,3,
1.5.4.5.1.1,1.5.4.5.1.1.4,4,
1.5.4.5.1.1a,1.5.4.5.1.1.4,4,
1.5.4.5.1,1.5.4.5.1.2,2,
1.5.4.5.1a,1.5.4.5.1.2,2,
1.5.4.5.1.2,1.5.4.5.1.2.1,1,
1.5.4.5.1.2a,1.5.4.5.1.2.1,1,
1.5.4.5.1.2,1.5.4.5.1.2.2,2,
1.5.4.5.1.2a,1.5.4.5.1.2.2,2,
1.5.4.5.1.2,1.5.4.5.1.2.3,3,
1.5.4.5.1.2a,1.5.4.5.1.2.3,3,
1.5.4.5.1,1.5.4.5.1.3,3,
1.5.4.5.1a,1.5.4.5.1.3,3,
1.5.4.5.1.3,1.5.4.5.1.3.1,1,
1.5.4.5.1.3a,1.5.4.5.1.3.1,1,
1.5.4.5.1.3,1.5.4.5.1.3.2,2,
1.5.4.5.1.3a,1.5.4.5.1.3.2,2,
1.5.4.5.1.3,1.5.4.5.1.3.3,3,
1.5.4.5.1.3a,1.5.4.5.1.3.3,3,
1.5.4.5.1,1.5.4.5.1.4,4,
1.5.4.5.1a,1.5.4.5.1.4,4,
1.5.4.5.1.4,1.5.4.5.1.4.1,1,
1.5.4.5.1.4a,1.5.4.5.1.4.1,1,
1.5.4.5.1.4,1.5.4.5.1.4.2,2,
1.5.4.5.1.4a,1.5.4.5.1.4.2,2,
1.5.4.5,1.5.4.5.2,2,
1.5.4.5a,1.5.4.5.2,2,
1.5.4.5.2,1.5.4.5.2.1,1,
1.5.4.5.2a,1.5.4.5.2.1,1,
1.5.4.5.2.1,1.5.4.5.2.1.1,1,
1.5.4.5.2.1a,1.5.4.5.2.1.1,1,
1.5.4.5.2,1.5.4.5.2.2,2,
1.5.4.5.2a,1.5.4.5.2.2,2,
1.5.4.5.2.2,1.5.4.5.2.2.1,1,
1.5.4.5.2.2a,1.5.4.5.2.2.1,1,
1.5.4.5.2.2,1.5.4.5.2.2.2,2,
1.5.4.5.2.2a,1.5.4.5.2.2.2,2,
1.5.4.5.2.2.2,1.5.4.5.2.2.2.1,1,
1.5.4.5.2.2.2a,1.5.4.5.2.2.2.1,1,
1.5.4.5.2,1.5.4.5.2.3,3,
1.5.4.5.2a,1.5.4.5.2.3,3,
1.5.4.5.2.3,1.5.4.5.2.3.1,1,
1.5.4.5.2.3a,1.5.4.5.2.3.1,1,
1.5.4.5.2.3,1.5.4.5.2.3.2,2,
1.5.4.5.2.3a,1.5.4.5.2.3.2,2,
1.5.4.5.2.3,1.5.4.5.2.3.3,3,
1.5.4.5.2.3a,1.5.4.5.2.3.3,3,
1.5.4.5.2,1.5.4.5.2.4,4,
1.5.4.5.2a,1.5.4.5.2.4,4,
1.5.4.5.2.4,1.5.4.5.2.4.1,1,
1.5.4.5.2.4a,1.5.4.5.2.4.1,1,
1.5.4.5.2.4,1.5.4.5.2.4.2,2,
1.5.4.5.2.4a,1.5.4.5.2.4.2,2,
1.5.4.5,1.5.4.5.3,3,
1.5.4.5a,1.5.4.5.3,3,
1.5.4.5.3,1.5.4.5.3.1,1,
1.5.4.5.3a,1.5.4.5.3.1,1,
1.5.4.5.3.1,1.5.4.5.3.1.1,1,
1.5.4.5.3.1a,1.5.4.5.3.1.1,1,
1.5.4.5.3.1,1.5.4.5.3.1.2,2,
1.5.4.5.3.1a,1.5.4.5.3.1.2,2,
1.5.4.5.3,1.5.4.5.3.2,2,
1.5.4.5.3a,1.5.4.5.3.2,2,
1.5.4.5.3.2,1.5.4.5.3.2.1,1,
1.5.4.5.3.2a,1.5.4.5.3.2.1,1,
1.5.4.5.3.2,1.5.4.5.3.2.2,2,
1.5.4.5.3.2a,1.5.4.5.3.2.2,2,
1.5.4.5.3.2,1.5.4.5.3.2.3,3,TRUE
1.5.4.5.3.2a,1.5.4.5.3.2.3,3,TRUE
1.5.4.5.3,1.5.4.5.3.3,3,
1.5.4.5.3a,1.5.4.5.3.3,3,
1.5.4.5.3.3,1.5.4.5.3.3.1,1,
1.5.4.5.3.3a,1.5.4.5.3.3.1,1,
1.5.4.5.3.3,1.5.4.5.3.3.2,2,
1.5.4.5.3.3a,1.5.4.5.3.3.2,2,
1.5.4.5,1.5.4.5.4,4,
1.5.4.5a,1.5.4.5.4,4,
1.5.4.5.4,1.5.4.5.4.1,1,
1.5.4.5.4a,1.5.4.5.4.1,1,
1.5.4.5.4.1,1.5.4.5.4.1.1,1,
1.5.4.5.4.1a,1.5.4.5.4.1.1,1,
1.5.4.5.4.1,1.5.4.5.4.1.2,2,
1.5.4.5.4.1a,1.5.4.5.4.1.2,2,
1.5.4.5.4,1.5.4.5.4.2,2,
1.5.4.5.4a,1.5.4.5.4.2,2,
1.5.4.5.4.2,1.5.4.5.4.2.1,1,
1.5.4.5.4.2a,1.5.4.5.4.2.1,1,
1.5.4.5.4.2,1.5.4.5.4.2.2,2,
1.5.4.5.4.2a,1.5.4.5.4.2.2,2,
1.5.4.5.4,1.5.4.5.4.3,3,
1.5.4.5.4a,1.5.4.5.4.3,3,
1.5.4.5.4.3,1.5.4.5.4.3.1,1,
1.5.4.5.4.3a,1.5.4.5.4.3.1,1,
1.5.4.5.4.3,1.5.4.5.4.3.2,2,
1.5.4.5.4.3a,1.5.4.5.4.3.2,2,
1.5.4.5.4.3,1.5.4.5.4.3.3,3,
1.5.4.5.4.3a,1.5.4.5.4.3.3,3,
1.5.4.5,1.5.4.5.5,5,
1.5.4.5a,1.5.4.5.5,5,
1.5.4.5,1.5.4.5.6,6,
1.5.4.5a,1.5.4.5.6,6,
1.5.4.5.6,1.5.4.5.6.1,1,
1.5.4.5.6a,1.5.4.5.6.1,1,
1.5.4.5.6,1.5.4.5.6.2,2,
1.5.4.5.6a,1.5.4.5.6.2,2,
1.5.4.5.6.2,1.5.4.5.6.2.1,1,
1.5.4.5.6.2a,1.5.4.5.6.2.1,1,
1.5.4.5.6.2,1.5.4.5.6.2.2,2,
1.5.4.5.6.2a,1.5.4.5.6.2.2,2,
1.5.4.5.6.2,1.5.4.5.6.2.3,3,
1.5.4.5.6.2a,1.5.4.5.6.2.3,3,
1.5.4.5.6,1.5.4.5.6.3,3,
1.5.4.5.6a,1.5.4.5.6.3,3,
1.5.4.5.6.3,1.5.4.5.6.3.1,1,
1.5.4.5.6.3a,1.5.4.5.6.3.1,1,
1.5.4.5.6,1.5.4.5.6.4,4,
1.5.4.5.6a,1.5.4.5.6.4,4,
1.5.4.5,1.5.4.5.7,7,
1.5.4.5a,1.5.4.5.7,7,
1.5.4.5.7,1.5.4.5.7.1,1,
1.5.4.5.7a,1.5.4.5.7.1,1,
1.5.4.5.7.1,1.5.4.5.7.1.1,1,
1.5.4.5.7.1a,1.5.4.5.7.1.1,1,
1.5.4.5.7,1.5.4.5.7.2,2,
1.5.4.5.7a,1.5.4.5.7.2,2,
1.5.4,1.5.4.6,6,
1.5.4a,1.5.4.6,6,
1.5.4.6,1.5.4.6.1,1,
1.5.4.6a,1.5.4.6.1,1,
1.5.4.6,1.5.4.6.2,2,
1.5.4.6a,1.5.4.6.2,2,
1.5.4.6.2,1.5.4.6.2.1,1,
1.5.4.6.2a,1.5.4.6.2.1,1,
1.5.4.6.2,1.5.4.6.2.2,2,
1.5.4.6.2a,1.5.4.6.2.2,2,
1.5.4.6,1.5.4.6.3,3,
1.5.4.6a,1.5.4.6.3,3,
1.5.4.6.3,1.5.4.6.3.1,1,
1.5.4.6.3a,1.5.4.6.3.1,1,
1.5.4.6.3,1.5.4.6.3.2,2,
1.5.4.6.3a,1.5.4.6.3.2,2,
1.5.4.6.3.2,1.5.4.6.3.2.1,1,
1.5.4.6.3.2a,1.5.4.6.3.2.1,1,
1.5.4.6.3,1.5.4.6.3.3,3,
1.5.4.6.3a,1.5.4.6.3.3,3,
1.5.4.6.3.3,1.5.4.6.3.3.1,1,
1.5.4.6.3.3a,1.5.4.6.3.3.1,1,
1.5.4.6.3.3,1.5.4.6.3.3.2,2,
1.5.4.6.3.3a,1.5.4.6.3.3.2,2,
1.5,1.5.5,5,
1.5a,1.5.5,5,
1.5.5,1.5.5.1,1,
1.5.5a,1.5.5.1,1,
1.5.5.1,1.5.5.1.1,1,
1.5.5.1a,1.5.5.1.1,1,
1.5.5.1,1.5.5.1.2,2,
1.5.5.1a,1.5.5.1.2,2,
1.5.5.1.2,1.5.5.1.2.1,1,
1.5.5.1.2a,1.5.5.1.2.1,1,
1.5.5.1,1.5.5.1.3,3,
1.5.5.1a,1.5.5.1.3,3,
1.5.5.1.3,1.5.5.1.3.1,1,
1.5.5.1.3a,1.5.5.1.3.1,1,
1.5.5.1.3.1,1.5.5.1.3.1.1,1,
1.5.5.1.3.1a,1.5.5.1.3.1.1,1,
1.5.5.1.3.1.1,1.5.5.1.3.1.1.1,1,
1.5.5.1.3.1.1a,1.5.5.1.3.1.1.1,1,
1.5.5.1.3.1.1,1.5.5.1.3.1.1.2,2,
1.5.5.1.3.1.1a,1.5.5.1.3.1.1.2,2,
1.5.5.1.3,1.5.5.1.3.2,2,
1.5.5.1.3a,1.5.5.1.3.2,2,
1.5.5.1.3.2,1.5.5.1.3.2.1,1,
1.5.5.1.3.2a,1.5.5.1.3.2.1,1,
1.5.5.1.3.2,1.5.5.1.3.2.2,2,
1.5.5.1.3.2a,1.5.5.1.3.2.2,2,
1.5.5.1.3.2,1.5.5.1.3.2.3,3,
1.5.5.1.3.2a,1.5.5.1.3.2.3,3,
1.5.5.1.3.2,1.5.5.1.3.2.4,4,
1.5.5.1.3.2a,1.5.5.1.3.2.4,4,
1.5.5.1.3.2,1.5.5.1.3.2.5,5,
1.5.5.1.3.2a,1.5.5.1.3.2.5,5,
1.5.5.1.3.2,1.5.5.1.3.2.6,6,
1.5.5.1.3.2a,1.5.5.1.3.2.6,6,
1.5.5.1.3.2,1.5.5.1.3.2.7,7,
1.5.5.1.3.2a,1.5.5.1.3.2.7,7,
1.5.5.1.3,1.5.5.1.3.3,3,
1.5.5.1.3a,1.5.5.1.3.3,3,
1.5.5.1.3.3,1.5.5.1.3.3.1,1,
1.5.5.1.3.3a,1.5.5.1.3.3.1,1,
1.5.5.1.3,1.5.5.1.3.4,4,
1.5.5.1.3a,1.5.5.1.3.4,4,
1.5.5.1,1.5.5.1.4,4,
1.5.5.1a,1.5.5.1.4,4,
1.5.5.1.4,1.5.5.1.4.1,1,
1.5.5.1.4a,1.5.5.1.4.1,1,
1.5.5.1.4,1.5.5.1.4.2,2,
1.5.5.1.4a,1.5.5.1.4.2,2,
1.5.5.1.4,1.5.5.1.4.3,3,
1.5.5.1.4a,1.5.5.1.4.3,3,
1.5.5.1.4,1.5.5.1.4.4,4,
1.5.5.1.4a,1.5.5.1.4.4,4,
1.5.5.1.4,1.5.5.1.4.5,5,
1.5.5.1.4a,1.5.5.1.4.5,5,
1.5.5.1.4.5,1.5.5.1.4.5.1,1,
1.5.5.1.4.5a,1.5.5.1.4.5.1,1,
1.5.5.1.4.5,1.5.5.1.4.5.2,2,
1.5.5.1.4.5a,1.5.5.1.4.5.2,2,
1.5.5.1.4,1.5.5.1.4.6,6,
1.5.5.1.4a,1.5.5.1.4.6,6,
1.5.5.1.4.6,1.5.5.1.4.6.1,1,
1.5.5.1.4.6a,1.5.5.1.4.6.1,1,
1.5.5.1.4.6,1.5.5.1.4.6.2,2,
1.5.5.1.4.6a,1.5.5.1.4.6.2,2,
1.5.5.1.4.6,1.5.5.1.4.6.3,3,
1.5.5.1.4.6a,1.5.5.1.4.6.3,3,
1.5.5.1,1.5.5.1.5,5,
1.5.5.1a,1.5.5.1.5,5,
1.5.5.1.5,1.5.5.1.5.1,1,
1.5.5.1.5a,1.5.5.1.5.1,1,
1.5.5.1.5.1,1.5.5.1.5.1.1,1,
1.5.5.1.5.1a,1.5.5.1.5.1.1,1,
1.5.5.1.5.1,1.5.5.1.5.1.2,2,
1.5.5.1.5.1a,1.5.5.1.5.1.2,2,
1.5.5.1.5.1,1.5.5.1.5.1.3,3,
1.5.5.1.5.1a,1.5.5.1.5.1.3,3,
1.5.5.1.5,1.5.5.1.5.2,2,
1.5.5.1.5a,1.5.5.1.5.2,2,
1.5.5.1.5.2,1.5.5.1.5.2.1,1,
1.5.5.1.5.2a,1.5.5.1.5.2.1,1,
1.5.5.1.5.2,1.5.5.1.5.2.2,2,
1.5.5.1.5.2a,1.5.5.1.5.2.2,2,
1.5.5.1.5.2,1.5.5.1.5.2.3,3,
1.5.5.1.5.2a,1.5.5.1.5.2.3,3,
1.5.5.1.5.2,1.5.5.1.5.2.4,4,
1.5.5.1.5.2a,1.5.5.1.5.2.4,4,
1.5.5.1.5,1.5.5.1.5.3,3,
1.5.5.1.5a,1.5.5.1.5.3,3,
1.5.5.1.5.3,1.5.5.1.5.3.1,1,
1.5.5.1.5.3a,1.5.5.1.5.3.1,1,
1.5.5.1.5.3,1.5.5.1.5.3.2,2,
1.5.5.1.5.3a,1.5.5.1.5.3.2,2,
1.5.5.1.5.3,1.5.5.1.5.3.3,3,
1.5.5.1.5.3a,1.5.5.1.5.3.3,3,
1.5.5.1.5,1.5.5.1.5.4,4,
1.5.5.1.5a,1.5.5.1.5.4,4,
1.5.5.1.5.4,1.5.5.1.5.4.1,1,
1.5.5.1.5.4a,1.5.5.1.5.4.1,1,
1.5.5.1.5.4,1.5.5.1.5.4.2,2,
1.5.5.1.5.4a,1.5.5.1.5.4.2,2,
1.5.5.1.5.4,1.5.5.1.5.4.3,3,
1.5.5.1.5.4a,1.5.5.1.5.4.3,3,
1.5.5.1.5.4,1.5.5.1.5.4.4,4,
1.5.5.1.5.4a,1.5.5.1.5.4.4,4,
1.5.5.1,1.5.5.1.6,6,
1.5.5.1a,1.5.5.1.6,6,
1.5.5.1.6,1.5.5.1.6.1,1,
1.5.5.1.6a,1.5.5.1.6.1,1,
1.5.5.1.6.1,1.5.5.1.6.1.1,1,
1.5.5.1.6.1a,1.5.5.1.6.1.1,1,
1.5.5.1.6.1,1.5.5.1.6.1.2,2,
1.5.5.1.6.1a,1.5.5.1.6.1.2,2,
1.5.5.1.6.1,1.5.5.1.6.1.3,3,
1.5.5.1.6.1a,1.5.5.1.6.1.3,3,
1.5.5.1.6,1.5.5.1.6.2,2,
1.5.5.1.6a,1.5.5.1.6.2,2,
1.5.5.1.6.2,1.5.5.1.6.2.1,1,
1.5.5.1.6.2a,1.5.5.1.6.2.1,1,
1.5.5.1.6.2,1.5.5.1.6.2.2,2,
1.5.5.1.6.2a,1.5.5.1.6.2.2,2,
1.5.5.1.6.2,1.5.5.1.6.2.3,3,
1.5.5.1.6.2a,1.5.5.1.6.2.3,3,
1.5.5.1.6.2,1.5.5.1.6.2.4,4,
1.5.5.1.6.2a,1.5.5.1.6.2.4,4,
1.5.5.1.6,1.5.5.1.6.3,3,
1.5.5.1.6a,1.5.5.1.6.3,3,
1.5.5.1.6,1.5.5.1.6.4,4,
1.5.5.1.6a,1.5.5.1.6.4,4,
1.5.5.1.6.4,1.5.5.1.6.4.1,1,
1.5.5.1.6.4a,1.5.5.1.6.4.1,1,
1.5.5.1,1.5.5.1.7,7,
1.5.5.1a,1.5.5.1.7,7,
1.5.5.1,1.5.5.1.8,8,
1.5.5.1a,1.5.5.1.8,8,
1.5.5.1.8,1.5.5.1.8.1,1,
1.5.5.1.8a,1.5.5.1.8.1,1,
1.5.5.1.8.1,1.5.5.1.8.1.1,1,
1.5.5.1.8.1a,1.5.5.1.8.1.1,1,
1.5.5.1.8.1,1.5.5.1.8.1.2,2,
1.5.5.1.8.1a,1.5.5.1.8.1.2,2,
1.5.5.1.8.1,1.5.5.1.8.1.3,3,
1.5.5.1.8.1a,1.5.5.1.8.1.3,3,
1.5.5,1.5.5.2,2,
1.5.5a,1.5.5.2,2,
1.5.5.2,1.5.5.2.1,1,
1.5.5.2a,1.5.5.2.1,1,
1.5.5,1.5.5.3,3,
1.5.5a,1.5.5.3,3,
1.5.5.3,1.5.5.3.1,1,
1.5.5.3a,1.5.5.3.1,1,
1.5.5.3.1,1.5.5.3.1.1,1,
1.5.5.3.1a,1.5.5.3.1.1,1,
1.5.5.3.1.1,1.5.5.3.1.1.1,1,
1.5.5.3.1.1a,1.5.5.3.1.1.1,1,
1.5.5.3.1.1,1.5.5.3.1.1.2,2,
1.5.5.3.1.1a,1.5.5.3.1.1.2,2,
1.5.5.3.1.1,1.5.5.3.1.1.3,3,
1.5.5.3.1.1a,1.5.5.3.1.1.3,3,
1.5.5.3.1.1,1.5.5.3.1.1.4,4,
1.5.5.3.1.1a,1.5.5.3.1.1.4,4,
1.5.5.3.1,1.5.5.3.1.2,2,
1.5.5.3.1a,1.5.5.3.1.2,2,
1.5.5.3.1.2,1.5.5.3.1.2.1,1,
1.5.5.3.1.2a,1.5.5.3.1.2.1,1,
1.5.5.3.1.2,1.5.5.3.1.2.2,2,
1.5.5.3.1.2a,1.5.5.3.1.2.2,2,
1.5.5.3.1.2,1.5.5.3.1.2.3,3,
1.5.5.3.1.2a,1.5.5.3.1.2.3,3,
1.5.5.3.1.2,1.5.5.3.1.2.4,4,
1.5.5.3.1.2a,1.5.5.3.1.2.4,4,
1.5.5.3.1,1.5.5.3.1.3,3,
1.5.5.3.1a,1.5.5.3.1.3,3,
1.5.5.3,1.5.5.3.2,2,
1.5.5.3a,1.5.5.3.2,2,
1.5.5,1.5.5.4,4,
1.5.5a,1.5.5.4,4,
1.5.5.4,1.5.5.4.1,1,
1.5.5.4a,1.5.5.4.1,1,
1.5.5.4.1,1.5.5.4.1.1,1,
1.5.5.4.1a,1.5.5.4.1.1,1,
1.5.5.4.1.1,1.5.5.4.1.1.1,1,
1.5.5.4.1.1a,1.5.5.4.1.1.1,1,
1.5.5.4.1.1,1.5.5.4.1.1.2,2,
1.5.5.4.1.1a,1.5.5.4.1.1.2,2,
1.5.5.4.1.1,1.5.5.4.1.1.3,3,
1.5.5.4.1.1a,1.5.5.4.1.1.3,3,
1.5.5.4.1,1.5.5.4.1.2,2,
1.5.5.4.1a,1.5.5.4.1.2,2,
1.5.5.4.1.2,1.5.5.4.1.2.1,1,
1.5.5.4.1.2a,1.5.5.4.1.2.1,1,
1.5.5.4.1.2,1.5.5.4.1.2.2,2,
1.5.5.4.1.2a,1.5.5.4.1.2.2,2,
1.5.5.4.1,1.5.5.4.1.3,3,
1.5.5.4.1a,1.5.5.4.1.3,3,
1.5.5.4.1,1.5.5.4.1.4,4,
1.5.5.4.1a,1.5.5.4.1.4,4,
1.5.5.4,1.5.5.4.2,2,
1.5.5.4a,1.5.5.4.2,2,
1.5.5.4.2,1.5.5.4.2.1,1,
1.5.5.4.2a,1.5.5.4.2.1,1,
1.5.5.4.2.1,1.5.5.4.2.1.1,1,
1.5.5.4.2.1a,1.5.5.4.2.1.1,1,
1.5.5.4.2.1,1.5.5.4.2.1.2,2,
1.5.5.4.2.1a,1.5.5.4.2.1.2,2,
1.5.5.4.2.1,1.5.5.4.2.1.3,3,
1.5.5.4.2.1a,1.5.5.4.2.1.3,3,
1.5.5.4.2,1.5.5.4.2.2,2,
1.5.5.4.2a,1.5.5.4.2.2,2,
1.5.5.4.2.2,1.5.5.4.2.2.1,1,
1.5.5.4.2.2a,1.5.5.4.2.2.1,1,
1.5.5.4.2.2,1.5.5.4.2.2.2,2,
1.5.5.4.2.2a,1.5.5.4.2.2.2,2,
1.5.5.4,1.5.5.4.3,3,
1.5.5.4a,1.5.5.4.3,3,
1.5.5.4.3,1.5.5.4.3.1,1,
1.5.5.4.3a,1.5.5.4.3.1,1,
1.5.5.4.3,1.5.5.4.3.2,2,
1.5.5.4.3a,1.5.5.4.3.2,2,
1.5.5.4.3,1.5.5.4.3.3,3,
1.5.5.4.3a,1.5.5.4.3.3,3,
1.5.5.4.3,1.5.5.4.3.4,4,
1.5.5.4.3a,1.5.5.4.3.4,4,
1.5.5.4.3,1.5.5.4.3.5,5,
1.5.5.4.3a,1.5.5.4.3.5,5,
1.5.5.4.3,1.5.5.4.3.6,6,
1.5.5.4.3a,1.5.5.4.3.6,6,
1.5.5.4,1.5.5.4.4,4,
1.5.5.4a,1.5.5.4.4,4,
1.5.5.4,1.5.5.4.5,5,
1.5.5.4a,1.5.5.4.5,5,
1.5.5,1.5.5.5,5,
1.5.5a,1.5.5.5,5,
1.5.5.5,1.5.5.5.1,1,
1.5.5.5a,1.5.5.5.1,1,
1.5.5.5.1,1.5.5.5.1.1,1,
1.5.5.5.1a,1.5.5.5.1.1,1,
1.5.5.5.1.1,1.5.5.5.1.1.1,1,
1.5.5.5.1.1a,1.5.5.5.1.1.1,1,
1.5.5.5.1.1,1.5.5.5.1.1.2,2,
1.5.5.5.1.1a,1.5.5.5.1.1.2,2,
1.5.5.5.1.1,1.5.5.5.1.1.3,3,
1.5.5.5.1.1a,1.5.5.5.1.1.3,3,
1.5.5.5.1,1.5.5.5.1.2,2,
1.5.5.5.1a,1.5.5.5.1.2,2,
1.5.5.5.1.2,1.5.5.5.1.2.1,1,
1.5.5.5.1.2a,1.5.5.5.1.2.1,1,
1.5.5.5.1.2,1.5.5.5.1.2.2,2,
1.5.5.5.1.2a,1.5.5.5.1.2.2,2,
1.5.5.5.1,1.5.5.5.1.3,3,
1.5.5.5.1a,1.5.5.5.1.3,3,
1.5.5.5.1.3,1.5.5.5.1.3.1,1,
1.5.5.5.1.3a,1.5.5.5.1.3.1,1,
1.5.5.5.1.3,1.5.5.5.1.3.2,2,
1.5.5.5.1.3a,1.5.5.5.1.3.2,2,
1.5.5.5,1.5.5.5.2,2,
1.5.5.5a,1.5.5.5.2,2,
1.5.5.5.2,1.5.5.5.2.1,1,
1.5.5.5.2a,1.5.5.5.2.1,1,
1.5.5.5.2.1,1.5.5.5.2.1.1,1,
1.5.5.5.2.1a,1.5.5.5.2.1.1,1,
1.5.5.5.2.1,1.5.5.5.2.1.2,2,
1.5.5.5.2.1a,1.5.5.5.2.1.2,2,
1.5.5.5.2,1.5.5.5.2.2,2,
1.5.5.5.2a,1.5.5.5.2.2,2,
1.5.5.5.2.2,1.5.5.5.2.2.1,1,
1.5.5.5.2.2a,1.5.5.5.2.2.1,1,
1.5.5.5.2.2,1.5.5.5.2.2.2,2,
1.5.5.5.2.2a,1.5.5.5.2.2.2,2,
1.5.5.5.2,1.5.5.5.2.3,3,
1.5.5.5.2a,1.5.5.5.2.3,3,
1.5.5,1.5.5.6,6,
1.5.5a,1.5.5.6,6,
1.5.5.6,1.5.5.6.1,1,
1.5.5.6a,1.5.5.6.1,1,
1.5.5,1.5.5.7,7,
1.5.5a,1.5.5.7,7,
1.5.5.7,1.5.5.7.1,1,
1.5.5.7a,1.5.5.7.1,1,
1.5.5,1.5.5.8,8,
1.5.5a,1.5.5.8,8,
1.5.5.8,1.5.5.8.1,1,
1.5.5.8a,1.5.5.8.1,1,
1.5.5.8.1,1.5.5.8.1.1,1,
1.5.5.8.1a,1.5.5.8.1.1,1,
1.5.5.8.1,1.5.5.8.1.2,2,
1.5.5.8.1a,1.5.5.8.1.2,2,
1.5.5.8.1.2,1.5.5.8.1.2.1,1,
1.5.5.8.1.2a,1.5.5.8.1.2.1,1,
1.5.5.8.1,1.5.5.8.1.3,3,
1.5.5.8.1a,1.5.5.8.1.3,3,
1.5.5.8.1,1.5.5.8.1.4,4,
1.5.5.8.1a,1.5.5.8.1.4,4,
1.5.5.8,1.5.5.8.2,2,
1.5.5.8a,1.5.5.8.2,2,
1.5.5.8.2,1.5.5.8.2.1,1,
1.5.5.8.2a,1.5.5.8.2.1,1,
1.5.5.8.2,1.5.5.8.2.2,2,
1.5.5.8.2a,1.5.5.8.2.2,2,
1.5.5.8.2,1.5.5.8.2.3,3,TRUE
1.5.5.8.2a,1.5.5.8.2.3,3,TRUE
